id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q475658,President of Austria,Q40,Q40,,Q13534678,1920-11-10,,,,President of Austria
Q1006398,Federal Chancellor of Austria,Q40,Q40,Q692110,Q695205,1920-11-10,,,,Chancellor of Austria
Q692110,Vice-Chancellor of Austria,Q40,Q40,,,1919-03-15,,,,Vice-Chancellor of Austria
Q108058643,"Federal Minister for Agriculture, Regions and Tourism",Q40,Q40,,,,,,,
Q108058621,"Federal Minister for Arts, Culture, the Civil Service and Sport",Q40,Q40,,,,,,,
Q108058579,"Federal Minister for Climate Action, Environment, Energy, Mobility, Innovation and Technology",Q40,Q40,,,,,,,
Q108058573,Federal Minister for Digital and Economic Affairs,Q40,Q40,,,,,,,
Q2498793,"Federal Minister of Education, Science and Research",Q40,Q40,,,,,,,List of Ministers of Education (Austria)
Q5468294,Federal Minister of Foreign Affairs of Austria,Q40,Q40,,,1918-10-30,,,,Minister of Foreign Affairs (Austria)
Q20675031,finance minister of Austria,Q40,Q40,,Q1416502,,,,,
Q24256358,Federal Minister for Health,Q40,Q40,,Q15856090,,,,,
Q23938055,Federal Minister of the Interior,Q40,Q40,,Q1663910,,,,,
Q1714331,Federal Minister of Justice,Q40,Q40,,,,,,,List of Ministers of Justice (Austria)
Q108058555,Federal Minister for Labour,Q40,Q40,,,,,,,
Q97358020,"Minister of Labour, Family and Youth",Q40,Q40,,,,,,,Minister of Labour (Austria)
Q29076858,Federal minister of National Defence,Q40,Q40,,,,,,,
Q24256102,Federal Minister of Science and Research,Q40,Q40,,,,,,,
Q108730975,Federal Minister for Social Affairs,Q40,Q40,,,,,,,
Q108058583,Federal Minister for the EU and Constitution at the Federal Chancellery,Q40,Q40,,,,,,,
Q24255995,"Federal Minister for Transport, Innovation and Technology",Q40,Q40,,,,,,,
Q108058589,"Federal Minister for Women, Family, Youth and Integration at the Federal Chancellery",Q40,Q40,,,,,,,
Q109965830,State Secretary in the Federal Chancellery,Q40,Q40,,,,,,,
Q108058599,"State Secretary in the Federal Ministry for Arts, Culture, the Civil Service and Sport",Q40,Q40,,,,,,,
Q108058605,"State Secretary in the Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation and Technology",Q40,Q40,,,,,,,
Q1728252,Chancellery minister,Q40,Q40,,,,,,,
Q1321109,President of the National Council of Austria,Q40,Q40,,Q6594831,,,,,President of the National Council (Austria)
Q22328310,Second President of the National Council of Austria,Q40,Q40,,,,,,,
Q22328268,Third President of the National Council of Austria,Q40,Q40,,,,,,,
Q1501939,Chief of the General Staff,Q40,,,,,,,,Chief of the General Staff (Austria)
Q109456355,Governor of the Oesterreichische Nationalbank,Q40,,,,,,,,
Q29909471,mayor of Vienna,Q40,Q1741,,Q697045,1282,,,,
