person,personLabel,personDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision,image
Q85433,Doris Bures,Austrian politician,Q6581072,female,1962-08-03,11,,,http://commons.wikimedia.org/wiki/Special:FilePath/Doris%20Bures%20Stadthalle-Wien-08.2008.jpg
